model_id,model,estimated_capability
122,Qwen3-VL-235B-A22B-Thinking,"[-0.19611403, 0.15118635, -0.28746623, 0.4902445, 0.22070733, 0.44321707, 0.16110428, 0.02635266, 1.7822608, 1.6773665, 0.19453, 0.09729954, 0.1390099, -0.07046263, 0.08141699, 0.31019217, 0.12975724, 0.34664598, 0.10226375, 13.913815, 0.43948153, 0.02763555, 0.05147022, 0.15061834, -0.4649854, 0.00016849511, 0.038365174, 0.07691761, 0.2025085, 0.23083548]"
123,Qwen3-VL-30B-A3B-Instruct,"[-0.026007622, -0.49725562, -9.447809, 0.1737247, 0.015879568, 0.11507957, -0.4358319, -0.01787258, 0.50380135, 0.8025355, -0.27702036, 0.7432371, -0.004647101, -0.41306475, 0.3051315, 0.108413, -0.37473887, 0.2508727, -0.011060157, 0.23940137, 0.64614457, 0.64370257, -0.6022431, -0.31178987, -0.07394993, -0.595812, -0.5099228, 0.12960322, 0.2825036, -0.07637831]"
124,Qwen3-VL-30B-A3B-Thinking,"[-1.094627, -0.25211278, -0.1051997, -1.1007483, 0.1906879, -1.0279235, -0.023450833, 0.519456, -0.1364753, 3.776951, -2.269311, -0.19469632, 0.49476135, 0.9651748, 0.9302988, -0.96247035, 0.20709683, 0.5199069, 0.95520186, -0.9878409, 0.19294386, 0.021102011, -0.49538404, 1.0137472, 0.8223754, -0.6884875, -0.76139456, -0.68853736, 0.5630432, 0.9688002]"
125,Qwen3-VL-32B-Instruct,"[0.44779748, 0.605023, 0.3169035, 0.2934718, 11.031449, -0.5529707, 0.16953354, 0.32104588, 0.6737955, 1.4253424, -0.18295622, 0.28817245, -0.022687634, -0.09260199, 0.24184297, -0.010132482, -0.059929002, 0.3455006, 0.53259116, 0.15747651, 0.1233653, 0.50407404, 0.24843933, -0.11722516, -0.5097082, -0.009545637, 0.37835768, -0.14625946, 0.22314931, 0.45085156]"
126,Qwen3-VL-32B-Thinking,"[-7.793995, 0.03131767, -0.04989476, 0.7005757, 1.3699989, -0.16384806, 0.55309546, 0.19516173, 1.7693624, 2.4975605, -2.4299784, 0.15468898, -0.19740319, 1.127508, 0.017539026, -0.14793918, -0.58818835, 0.4721764, 1.4818844, -0.4910089, 0.7398193, 0.15799357, 1.0556308, 0.8080031, 0.43813795, 0.16430065, 1.1221006, 0.3505403, -0.69081783, -0.20803788]"
127,Qwen3-VL-4B-Instruct,"[-0.29005632, -0.09948559, 0.013736754, 0.06462841, -0.2282455, 0.8541763, 0.023508588, 0.1535419, 0.062316526, 0.01246304, 0.08446187, -0.17257924, 0.14841367, 0.020054182, 0.14016479, 12.437401, -0.00024505297, 0.38960022, 0.3802353, -0.122195095, -0.13431549, 0.33095336, 0.3120188, 0.21640891, -0.040525764, -0.046887837, 0.23548733, -0.18939625, 0.104465134, 0.12111743]"
128,Qwen3-VL-4B-Thinking,"[0.4754097, 0.029549355, 0.35971275, 0.12512605, 0.89173216, 0.20519796, -10.815482, 0.059409972, 1.1709858, 0.6839243, 0.33876184, 0.04969363, 0.48356655, -2.9580748, -0.03268625, 0.31509307, 0.63782716, 0.7225587, 0.34910342, 0.21495014, -0.026783584, -0.39549083, 0.57624304, -1.120131, -0.306749, 0.072655775, -0.97825605, -0.2651838, 0.33776045, 0.009208349]"
129,Qwen3-VL-8B-Instruct,"[-0.4061582, -0.08368049, -0.14925298, 0.22159833, 0.19836494, 0.8042964, 0.18551184, -0.6346623, -0.00066378026, 1.2565937, 0.28551987, 0.17143281, -0.09911832, -0.40185097, 0.081025824, -17.577328, -0.27826488, 0.10256449, 0.49250436, -0.019613475, 0.036528192, -0.087151155, -0.08854327, -0.31218675, 0.31844977, -0.07966633, 0.17879057, 0.09864686, -0.17040463, 0.14574261]"
130,Qwen3-VL-8B-Thinking,"[-1.2938608, 0.21698426, -0.060894173, 0.59893775, 0.11555773, -0.111218825, -0.3527219, -0.23255315, 1.0947354, 1.307488, -0.23997314, 0.25994676, 0.6835134, 0.076624826, 0.19496445, 0.24774922, 0.22786716, 0.53827745, -0.14238484, -0.19872175, 0.20936204, 0.20414184, -0.096861266, -10.348087, 0.2975642, -0.017346535, -0.3807691, 0.108040124, -0.21042447, -0.11204448]"
131,Qwen3.5-0.8B,"[-0.8491069, -0.07191527, -0.24232572, 0.94499314, -0.32838365, 0.30720246, -0.74029183, -0.3006146, 13.825272, -2.596823, -0.13587974, 0.07454536, -0.28453296, 0.9452642, 0.015763897, -0.14500324, 0.42604813, -1.566631, -0.43601114, -0.11221527, -1.450599, 0.68678886, -0.19651432, 0.5805831, -0.2680175, 0.12829614, 0.17591383, 0.19213784, 0.13646406, 1.0807364]"
132,Qwen3.5-122B-A10B,"[0.059390713, 0.5333848, -0.85668784, -0.68866605, -0.47015584, -1.0144248, 1.6363556, -0.4160967, 3.1562912, 1.9419229, -0.98119766, 0.5385136, 0.56020784, 2.5229993, 0.5766792, -0.2640877, -0.18026105, 0.43758294, 1.3057148, 0.7235292, 1.003652, 0.49004582, -0.4212442, 0.5920828, 1.2665335, -0.19538483, 0.0257213, 0.4328429, -0.887495, -1.8176452]"
133,Qwen3.5-27B,"[-0.21821372, 0.53223974, 0.022420678, -0.46349597, 0.36979812, -0.22815675, 4.343352, 0.48879868, 2.8183444, 2.6164372, -1.4697566, -0.099933475, 0.00026548255, -0.13105956, 0.09049667, -1.5854253, 0.12283538, 1.1284087, 0.960454, 0.2679434, 0.39644936, 0.19784047, -0.12882699, 0.40516663, -0.21135744, -0.17482735, -1.6427207, -0.88601285, 0.20324343, 0.6187808]"
134,Qwen3.5-2B,"[1.600252, -1.4318522, 0.077402756, 0.07546574, -0.2403906, 1.3799372, -0.77072555, -0.49681205, 0.30414587, -0.60636425, -1.1614044, 0.23967777, -0.32527506, -0.27794257, 0.6990143, 0.05196598, -0.048081495, 0.039438255, -0.32772022, 0.90065, -0.072007045, -1.6889565, -0.53521156, 0.1077277, 5.7364197, -0.26450232, -1.0552282, 0.44526005, 0.5129009, 0.83968705]"
135,Qwen3.5-35B-A3B,"[0.07269869, 0.42641526, -0.7066875, 0.78121346, -0.14632037, 0.103308156, 0.96509737, -0.3218647, 3.2122605, 1.7534254, -0.6647279, 0.105412975, 0.339912, 1.3545337, 0.98326564, 0.35438386, -2.6126418, 0.9998299, -0.683776, -1.5742555, 0.53673035, 0.08906106, -0.6834872, 0.9390287, -0.7457336, -0.19996546, -0.4954623, 0.57845855, 0.6102018, -0.15431134]"
136,Qwen3.5-397B-A17B,"[1.1661682, -0.15457986, 0.16065072, -0.23524056, -0.40246207, -1.09472, 0.33344033, 0.105878465, 2.301417, 3.5073225, -0.018366212, -0.72505856, 1.2264719, 0.183028, 0.5890939, 0.28661507, 0.11702076, 1.807479, 0.98254627, 0.48978463, 0.81311315, 3.232106, -0.10082864, -0.6134674, -0.4869788, -0.015997147, 0.26900446, 0.10858779, -0.86520135, -0.56147254]"
137,Qwen3.5-4B,"[-0.040259197, 0.0070463307, -0.41023073, 0.93684566, 0.10114487, -0.08103118, -0.58314174, -0.5576403, 1.5238749, 0.5970746, 0.07260454, 0.555934, 0.7252038, -0.6600984, -0.39132807, 0.26409915, 0.3670192, 0.6043546, 0.472498, -0.9018857, 0.6855823, 8.320727, 0.8213774, -0.25033158, 0.7589942, -0.64961404, -0.2937496, 1.2596904, 0.2664564, 0.106429495]"
138,Qwen3.5-9B,"[0.14293508, -0.33699974, -0.2365536, 0.676705, 0.0040175966, 0.4794453, -0.0031574825, -0.32346252, 0.7421344, 1.3947315, 0.22895269, 0.0069985795, 0.5112286, -0.19713785, 0.26419473, -0.26147994, -0.18228985, 0.20869404, -0.3374022, -0.3314811, 0.7023088, 0.14542054, 0.2616895, 0.3771425, 0.21753268, -13.146576, -0.08856156, -0.2898019, -0.17787652, -0.41006345]"
139,Qwen3.6-Plus,"[0.4026925, 0.25951493, -0.086826935, 0.06702254, 0.6305767, -0.8855894, -1.063041, 0.39620453, 10.681976, 1.7927731, -0.31782937, 0.20936586, -0.73480064, 0.95887166, 0.3592055, -0.34725314, -0.26073137, 0.52458423, 0.30448174, 0.40114728, 1.3612107, 0.5952295, 0.29550752, -0.57857937, 0.48294628, 0.15360144, -0.46718344, -0.1585913, -0.12403439, 1.5089347]"
140,Yi-1.5-34B,"[0.6985567, -0.06559038, 0.05765575, -0.1089107, 0.60965186, 0.21613817, 0.010366106, 0.020177096, -19.202587, -0.87181056, -0.07053255, -0.041732788, 0.0070527536, -0.18944962, 0.4639042, -0.018169332, 0.30785665, 0.22252826, 0.10947436, -0.2856041, -0.7812389, -0.008192577, -0.40692747, -0.28793126, 0.053624183, -0.07779246, -0.29002446, 0.5906183, 0.36242443, 0.052647624]"
141,Yi-1.5-34B-Chat,"[-2.6022713, 0.37477076, -0.21547362, -0.40258732, 0.53635865, 1.5243984, 0.3480209, 0.20113006, -0.17789993, -1.1638075, -0.6984265, 0.26694676, 2.019878, -0.26215583, -0.7199502, -0.039378576, 0.8078357, 1.0628611, -0.42421412, 0.21864717, 0.47717336, -0.19032785, 0.09039793, -0.17649087, -0.9312215, 0.38132498, -0.3556345, -1.2851028, -1.5067383, -0.73797613]"
142,Yi-6B,"[-0.7427515, 0.4136006, 0.31474525, 0.21747673, 0.3861982, -0.007281126, -0.7533145, 0.08179193, -1.1207094, 0.059210125, -0.43974385, -0.1038609, 0.03714067, 0.3445316, -0.098043926, 0.44240957, 0.1465401, 0.23182814, -0.5830854, -8.432852, -2.4716678, 0.030478787, -0.08123296, 0.039164983, 0.13094006, -0.20659392, 0.34515652, -0.354078, 0.56922036, 0.300658]"
143,amazon.nova-lite-v1:0,"[-0.38682503, 0.0657129, 0.16576278, 0.39578268, -1.0854068, 0.4815549, -0.7018295, -0.7095925, -2.3796425, 0.12717088, 0.3399844, 0.0031449194, -0.8491614, -0.034148734, 0.16913342, 0.4483416, -0.14002684, 1.6493359, -0.31209722, -0.29076225, 0.88772404, -0.0009193403, 0.064639434, 1.0466655, 0.5768982, 2.911816, 0.46786636, 0.07435994, -0.04446201, 3.1680765]"
144,amazon.nova-micro-v1:0,"[-0.6801104, -0.31476107, 8.154283, 1.284852, 0.3090269, 0.24626282, -0.21349935, -0.20342086, -2.968312, 0.09091996, -0.21272922, 0.16738951, -0.37795323, -0.612281, 0.2564778, -0.27755994, 0.20588312, 0.4533623, 0.042628102, 0.4620348, 0.33635405, -0.112615325, 0.17251351, 0.19896728, 0.24694453, 0.083335906, -0.5332754, 0.012330934, 0.13504462, 0.460904]"
145,amazon.nova-pro-v1:0,"[-0.040716294, 0.02517725, -0.36144605, 1.1921293, -3.884792, 0.5258772, 0.2492883, 0.20553389, -2.0718968, 1.2661829, 0.4984904, -0.3377922, -0.044722695, 0.53262216, 0.4021082, -0.19780855, 0.85579664, 0.8321218, -1.0813146, -0.2802968, 0.44520438, -0.08166925, -0.49300438, 0.28475216, -0.31415766, -0.16351259, -0.5413844, -0.93226504, 0.7503917, 1.2035214]"
146,c4ai-command-r-plus-08-2024,"[0.22714674, 0.0040389886, -0.5263602, -0.019623473, 0.5262807, -0.5347958, 0.96897596, -0.37169513, -1.8280089, -0.8362491, 0.14811991, -0.71700263, -0.82041174, -0.65777206, 0.62126255, -0.41919124, 0.38170555, -0.7643428, 0.24039994, -2.5114505, -0.33703327, 0.13255519, -0.8261243, 0.75140834, 0.53527063, 0.38292602, -0.49306092, -0.6031529, -0.35398456, 0.00828414]"
147,chatglm2-6b,"[-1.5023527, 0.07307276, 0.4416854, 0.00759767, -4.967815, 1.0442652, -1.4663814, 0.09811563, -0.7885204, 1.1128327, -0.1076273, 0.03277169, -1.2362406, -0.46254978, 0.62498766, -0.15939465, 0.22282697, 0.5952424, 0.89847744, 0.077658445, -2.3158927, -0.3152826, -0.65126574, 0.05606911, 0.7596909, 0.30600637, -0.17308553, 0.55375385, 0.490543, -0.9867721]"
148,claude-3-5-haiku-20241022,"[-1.5440265, -0.07792352, 0.20532629, 0.303315, -0.07465206, 0.058278464, -0.28199184, -0.14025582, -0.43467814, 0.4150276, 0.08427767, 0.274026, 0.018871881, -0.5644269, 0.33576122, 0.008558419, 0.0644066, 0.46985233, 0.31083637, -0.10458015, 0.045408793, -0.34132943, 0.02838222, -0.040296342, -0.27018198, -0.24038225, -0.012117552, -9.416552, 0.14317316, -0.040962737]"
149,claude-3-5-sonnet-20240620,"[-0.4801614, -0.17976715, -0.32710215, 1.353009, -0.09981506, 0.34687644, 0.36356947, 0.91682667, -0.6763897, 0.9168724, 0.19013076, 0.10652876, 0.16483884, -0.55490583, 0.42539188, -0.16729335, 0.05637165, 0.39228156, 0.27534652, -0.2074423, 0.7519647, 0.107792735, -0.29031083, 7.5997477, -0.3180611, -0.030608725, -0.31654835, -0.8507123, 0.014260923, -0.5513405]"
150,claude-3-5-sonnet-20241022,"[-0.30529618, -0.006375149, 0.06670359, 0.4677369, 0.25016695, -0.32431093, -0.033466544, -0.20221543, 0.099552065, 0.85174793, 0.083459556, -0.019902345, 0.080823496, 0.10601687, 0.4597469, 0.2810914, 0.05781987, 0.464665, 0.5130193, -0.08981881, 0.58936775, 0.14596254, -0.13319743, 0.23379172, 0.123329595, -13.855028, -0.11228537, -0.18926021, 0.118845604, -0.031287886]"
151,claude-3-7-sonnet-20250219,"[0.466662, 0.23154964, -0.073433995, 0.6251757, 0.10453325, 0.14640735, 0.37352514, -0.0015820209, 0.72764295, 1.2522348, 0.099050395, 0.18354282, 0.024148365, 0.121570654, 0.14572342, -0.15596181, 0.00941324, 0.39462605, 0.18847571, 0.11580074, 0.8184227, 0.047074582, -0.026114287, -0.15968041, 0.42674965, -0.19423112, 0.13219407, 11.43075, -0.02397992, -0.30261597]"
152,claude-3-haiku-20240307,"[-1.8854997, 0.1556127, 0.38766673, 2.0904715, -1.0495404, 1.0459532, -0.058581453, 0.5326608, -2.1358645, -0.69026256, 0.09540149, -0.42373413, -1.1504881, -1.2319014, -0.37655202, -0.9018262, 0.40933433, 0.15642667, 0.7907025, -0.5013919, -0.017889304, 0.6070597, 0.6248372, -0.47513247, -0.20846386, -0.38379186, 0.6070509, -0.2405792, 0.76871055, -1.5804073]"
153,claude-3-opus-20240229,"[-2.2011218, 0.21702091, -0.0942853, 1.6652097, 0.20079611, 0.281876, -0.20493089, -0.48708662, -1.1814492, 0.11031967, 0.1829664, 0.40928152, 0.099284284, 0.7193315, -0.13419133, -0.011648686, -0.209546, 0.82530016, 0.22619517, -0.1977629, 0.7676558, 0.1331935, 8.230936, 0.3503318, 0.52536523, -0.02492987, -0.33346906, -0.2428756, -0.39684057, 0.14285533]"
154,claude-3-sonnet-20240229,"[-2.471998, -0.36001563, 0.17616634, 1.6658716, -0.047339592, -0.42845893, 0.5608664, 0.18943362, -2.3214924, -0.37277958, 0.06840689, 0.3352788, -0.0070099155, -0.31679937, -0.16254978, 0.15010603, 1.2718548, 0.8251414, -0.3520686, -0.41880774, 0.23717514, 0.24631867, -0.21244141, -0.9207199, 0.11967103, -0.5241457, -0.5212466, -0.24691495, 0.2941478, 5.7927794]"
155,claude-haiku-4-5-20251001,"[0.77145255, -0.37443218, -1.126105, -0.20473243, -1.1329287, -0.15314865, -0.9989244, -1.5737894, 1.2405998, 1.1058764, 0.16327639, -0.057245627, 1.1216707, -0.87064856, 0.17187981, -0.20841095, 1.9559572, -0.21051775, 1.1599191, 1.0260334, 0.24057727, 0.995167, -0.024408769, -0.54602647, -0.3465831, 0.13746762, 0.028916067, -0.38381156, -0.23024599, -1.0466616]"
156,claude-opus-4-1-20250805,"[0.22970772, -0.2643061, -0.2112885, -0.45320976, 0.07518264, 0.30213156, 0.9911081, 0.7151813, 1.6926087, 1.4950179, -0.02954473, 0.31074485, 0.3782817, 0.88958514, -0.4409, -0.17343841, -0.50808305, 0.15249844, -1.0726436, -0.2059948, 0.91098005, 1.1436932, 1.2843924, -0.8915769, 1.6132374, -0.2528762, -0.9377894, 0.5153294, -1.0587549, -1.7620025]"
157,claude-opus-4-20250514,"[0.5379764, -0.38776663, 0.07016478, 0.949841, -0.16791058, 0.09981893, 0.30383718, 0.059295088, 1.3671957, 0.6388909, 0.024895886, -0.09058971, 0.0072756433, 0.54726845, 0.4660194, -10.350783, 0.6085463, 0.8689021, 0.56303066, -0.012059268, 0.65956396, 0.88264453, 0.11033191, 0.4830507, 0.2946786, -0.17311971, 0.26867616, -0.059692834, 0.1935889, -0.30578068]"
158,claude-opus-4-5-20251101_64K_high,"[0.20328128, 0.33236343, -0.203828, -0.062499035, 0.6943909, 0.33294502, -0.25509992, -1.5387604, 4.5314612, 1.8367075, -0.5631545, 0.297884, -0.45294276, -1.0948286, 0.58563554, 0.34279054, -0.91913784, -0.16071732, -0.26468888, -0.2974176, 0.8314131, 0.0854845, 0.40836814, 0.29339632, 4.4530244, -0.72361386, -0.108361274, 0.3896943, -0.3246542, 1.7841779]"
159,claude-opus-4-6_adaptive_max,"[-0.38826454, -0.56535405, 0.26941887, 0.62725526, -0.14283863, -2.4594395, -0.05729606, -1.7385778, 5.567824, 1.670369, -0.51173, -0.3939672, 0.24709633, -0.47306618, -0.07966934, 0.10457367, 0.021831334, 0.22990812, -0.30635884, -0.5590014, 1.5019587, 1.2894104, 1.2216446, -0.5519468, -0.22072415, 0.16072479, -1.3180732, 0.14888085, 0.35329732, -0.96289873]"
160,claude-opus-4-6_max,"[-0.47444722, -0.6595601, 0.3525841, 0.15870681, -0.19306491, -1.7440753, -0.37096277, 0.06332305, 5.8187156, 2.9523718, -0.8251092, -0.6592027, -0.25895622, -0.17977439, -0.047473352, 2.329157, 0.5813762, 0.56253755, 0.046029065, 0.95991796, 1.3101509, -0.61002696, -0.5405211, 0.2900331, 0.5195262, 0.0043870728, 0.5363431, -0.059109192, 0.066717185, 1.6181233]"
161,claude-opus-4-7_adaptive_max,"[0.18164484, -0.74601793, -0.3281544, 0.20396556, -0.0028015212, -0.1453598, 0.2328508, -0.04273967, 6.257011, 2.307071, -0.22775555, 0.12415358, -0.31061262, -0.07390261, -0.14276975, -0.07410642, 0.3985632, 0.6250728, 0.6946709, -0.38292122, 0.9794542, 0.79887015, 0.8422462, -0.13016912, 0.22378002, 0.18752652, 0.14260094, 5.5295544, 0.29903308, -0.47398758]"
162,claude-sonnet-4-20250514,"[0.42191115, -0.4601035, -0.8005094, -2.4416184, 0.1756025, 0.18641053, 0.7028474, 1.2465773, 1.0579017, 0.8338674, -0.12476166, 0.47074088, -0.8765854, -0.4939996, 0.85240537, 0.29858348, 0.6957082, 0.4581269, -0.201865, 0.24592711, 0.88178813, 2.162798, -2.032999, -0.2548979, 0.2289977, 0.15092662, -0.80070937, -0.24076109, 0.54752916, -0.31009802]"
163,claude-sonnet-4-5-20250929,"[0.00029272438, 0.087351665, 0.12401626, 1.2125299, -0.036337897, 0.06376309, -1.6788652, -6.7067738, 2.4023833, 1.5117779, -0.19067565, 0.24853554, 0.7065383, 0.5713248, 0.3159507, 0.20776856, 0.30255958, -0.057476927, 0.10306133, -0.5285348, 0.6849183, 0.6845102, 0.090588756, 0.59045786, -0.07953197, -0.36516848, 0.24154805, -0.3604912, 0.4422256, -0.78832096]"
164,claude-sonnet-4-5-20250929_32K,"[2.1909502, 0.26657614, -0.116816565, 0.6602038, -0.006754738, -0.0029596037, -0.33965313, 0.6140569, 3.0047598, 1.0491195, 0.2541386, 0.5540235, 0.06663576, -0.39444438, -0.32310918, -0.3289641, 0.051238194, -0.9177125, -0.85059834, -0.82389563, 0.904201, -0.05366291, 5.1142273, -0.16322689, 0.7785495, 0.28513578, 0.5412329, -0.15539725, 0.40548402, 2.325591]"
165,claude-sonnet-4-6_adaptive_max,"[0.8484582, -0.0538003, -0.24400909, 0.27325574, -0.23552847, -0.3441252, 0.1349419, 0.04336927, 5.3158584, 1.1411552, -0.39755493, -0.17015263, -0.25783998, 0.21266049, -0.12127634, 0.107813895, 0.13039815, 0.21385758, 0.12073691, 0.1850532, 1.2096444, 0.15337731, -0.13654706, -0.16452555, -0.26073274, 6.584089, -0.08829061, -0.061185017, 0.14585611, -0.03374396]"
166,falcon-180B,"[0.31194985, 0.48774955, 0.38865492, -0.088889346, 0.73944306, 1.2933791, -0.62865907, -1.2440021, -2.619657, -0.44586033, 0.092301466, -0.6499944, 0.024983589, 1.5137517, 0.070890866, 0.36501682, 0.8913636, 0.23958409, 0.65898377, -0.09127165, -1.3092035, -0.773836, 0.702505, 1.0354109, 0.05970481, -0.25790593, 0.43557957, 0.11790473, -0.30558386, 1.3975666]"
167,falcon-40b,"[-0.88276064, 0.20135386, 0.8161463, -0.41810718, 0.5278752, -0.8695921, -6.5649605, -0.51321584, -1.8549846, -0.7062072, 0.025323056, -0.1672502, 0.096627474, -1.4162674, 0.29024458, -0.5772488, -0.32387486, -0.82508296, 0.67153096, -0.91982293, -1.5734277, -0.41577503, 0.9860518, -0.24067184, 0.37956405, 0.03458301, 0.0804498, -0.558314, -0.058266703, 1.2245967]"
168,falcon-7b,"[-0.78878224, -0.31231022, -0.8829564, -0.40276885, 0.6920496, -0.8368513, -3.1551352, -0.35156938, -1.7991463, -0.33029723, -0.1665065, -0.0628606, -1.2547922, 0.39410284, -0.28856406, 0.7994594, 1.0001097, 1.1588898, 3.5830133, -0.21068487, -2.872521, -0.102997154, 0.045540716, -0.31551194, 0.3207739, 0.48178244, 0.2877499, -0.33955106, -0.06844807, -0.51607955]"
169,gemini-1.0-pro-001,"[-3.6532142, -0.5694637, -0.2252302, 1.5646898, 0.33977568, 0.057854354, -0.5842345, -1.2270342, -0.9846668, -1.1750692, 0.17517388, -0.49564043, 0.25902027, 0.04119078, 0.24720792, 0.66938037, 1.66335, 0.44035003, -1.1978855, -0.0803412, -0.26159415, -0.04577564, 0.75858957, -1.011864, -0.09387881, -0.11216541, -0.5312282, -0.2654718, 0.056999516, 0.25366688]"
170,gemini-1.5-flash-001,"[-1.9810869, 0.23061989, -0.19368356, -0.30275407, 0.8999906, 0.0634043, 0.46025664, -0.5586186, -1.9052241, 1.2438096, 0.13414106, -4.5670485, 0.007289924, -0.13651307, 0.41056746, 0.6893119, 0.21410877, 0.8802403, 0.42021075, -0.051467538, 0.40110242, 0.8425557, -0.526457, 0.20342588, -0.09298053, -0.027432064, 1.1014345, -0.024398085, 0.015318223, -0.48510802]"
171,gemini-1.5-flash-002,"[15.110239, -0.52545285, 0.15913336, -0.024138024, -0.13182792, -0.0803673, 0.06894846, -0.31390697, -2.8528767, 0.6974342, 0.6136842, 0.23557635, 0.43749383, 0.15754719, 0.3461367, 0.18022169, 0.03745953, -0.3687279, 0.3006483, -0.6972216, 0.61177725, -0.038647935, 0.26487982, 0.072272316, 0.53114593, 0.45412093, -0.04956457, -0.18316221, 0.002743287, 0.05465597]"
172,gemini-1.5-flash-8b-001,"[-1.2689924, -0.47594464, -1.517611, 0.6792031, -0.15600638, -0.36130205, -0.3348738, 0.97862554, -1.5548635, -0.21457118, -0.018697336, 0.22231558, 0.05120867, 0.18284915, 0.77318496, 0.47381625, 0.35011673, 1.6988261, 0.6121557, 0.1248838, 0.090855874, -0.7831013, -0.04930096, 3.8054242, 0.12752564, 0.13134688, -0.47217023, -0.19359586, 0.29248664, -0.44368133]"
173,gemini-1.5-pro-001,"[-1.6158124, 0.36119652, -0.31806085, 0.8155401, 0.21500406, -0.3473863, -0.75236535, 0.15729147, -1.0516764, 1.2364902, -0.48315036, -0.16318339, -0.1961699, 0.30004722, -0.0766157, -0.3062919, -0.13379546, 0.047880873, 0.7027671, 0.33207536, 0.7255107, -0.38426387, 0.11746336, -0.042916164, 0.21179819, -0.23724206, -0.007080189, -0.46002927, 6.141928, 0.15885258]"
174,gemini-1.5-pro-002,"[0.6617391, 0.019196324, -0.21164738, 0.6331879, 0.015483414, 0.58983624, -10.399992, 0.09873249, -1.0497303, 1.1155908, 0.30778486, 0.41169766, -0.37195194, 0.40785608, -0.16571254, -0.14192365, 0.6927007, 0.14007121, 0.6388558, -0.024454283, 0.53792644, 0.8156281, -0.11479081, 0.4174932, 0.34853977, 0.0040143756, -0.40238732, -0.22822794, 0.9407517, -0.61808294]"
175,gemini-2.0-flash-001,"[2.022622, 0.23086576, -1.0780622, 0.86244315, -0.35905662, 0.47801793, -1.8259053, -1.2023438, -0.8248237, 4.0713434, -0.14937937, 0.34387812, 0.46004617, 1.8677136, -0.37418664, -0.8218366, 0.5170873, -1.472922, 0.10830727, -0.42854336, 0.5272637, 0.15565655, 0.763275, 0.14921668, 0.22182448, 0.11831717, -0.09786725, 0.24876279, 0.4946094, -0.18514574]"
176,gemini-2.0-flash-lite-001,"[0.7471113, -0.72609323, -0.021966312, -0.6501456, 0.60787123, 0.1452324, -0.9634922, -0.60642904, -1.4227728, 1.377136, 1.0328373, 0.39001116, -0.034786493, 0.42601928, 0.16528666, 0.014949209, -0.3221645, 0.29264095, 0.21450841, -3.031617, 0.8199171, 0.5981909, 0.4190792, 0.12504013, 0.8722238, 0.5272625, -0.17545453, 1.3177404, -0.38384563, -1.0126588]"
177,gemini-2.0-pro-exp-02-05,"[-0.7521353, 0.6262559, -0.2126636, 0.27185863, -0.45795324, 0.10619832, 2.5084755, 0.5096846, -0.3842359, 1.7170866, -0.2719028, 0.008805414, 0.6505509, -0.30136418, 1.2175333, 0.536326, 0.073510036, 0.42852375, 0.5297621, 0.1822836, 9.558591, 0.2894392, -0.7266199, 0.06620866, 0.47785667, -0.3038092, 0.7132991, -0.009030947, -0.04602275, 0.107871264]"
178,gemini-2.5-flash,"[0.66480184, -0.45140103, -0.115270875, 0.31581944, -0.47504255, 0.39646178, -0.50687265, 1.129864, 1.0096154, 2.0888324, 0.3645495, -0.6390587, 0.35115674, 0.3839454, -4.787359, 0.4050234, 0.79869443, -0.2813326, 0.034664746, 0.13802749, 1.3629645, -0.02867925, 0.80242115, -0.21201158, -0.09198597, 0.017967384, 0.05801079, 0.5054691, -0.23360942, -0.33652514]"
179,gemini-2.5-flash-preview-05-20,"[1.7118999, -0.4455966, -0.20773415, 0.8667046, 0.4503599, 0.3134055, -0.2692702, 0.049783163, 1.5593153, 1.2769085, 0.016825013, 0.047723155, -0.13532266, 0.06216146, 0.2198199, 0.25422, -0.12250437, 0.45010173, -0.105295844, -0.13103192, 0.7643677, 0.45153302, -0.13389388, -0.022951016, 0.24797381, -0.11460154, -0.05550945, -9.17873, 0.37301362, 0.25540724]"
180,gemini-2.5-pro,"[2.288183, 0.28669804, -0.032550994, 0.77714396, 0.09622373, 0.13982949, -0.2621157, -0.20009328, 2.0864697, 1.6607256, 0.13014421, -0.5372996, 0.14067508, -0.041774437, -0.23741387, 0.013109462, 0.22908317, 0.5205051, 1.02511, 7.5511446, 0.94922256, 0.26265344, 0.31617218, 0.18390827, 0.03321363, 0.3655273, -0.018736167, 0.076071054, 0.25107008, -0.5569247]"
181,gemini-2.5-pro-exp-03-25,"[2.4514937, 0.37140298, -0.22622856, 0.25944608, 0.12886393, 0.6340665, -0.5675356, 2.9396846, 1.8846112, 1.8902242, 0.84484255, -1.044694, 0.5002449, 1.0553571, -1.9623016, -0.48322225, 0.02705067, 0.5162254, 0.67031866, -0.8395414, 0.6216816, -0.08953157, -0.19996455, 0.31698877, 0.64118224, -1.0546588, -0.7637547, -0.06290495, 0.178337, 0.8310795]"
182,gemini-2.5-pro-preview-05-06,"[2.3777523, -0.16586189, -0.67873126, 0.13065584, 0.32382977, -0.3093279, 0.04343694, 0.2258669, 1.5112711, 0.4507766, 0.0022978857, -0.21197762, 0.007514122, -1.3947266, 0.4893389, -0.05996526, 0.57978225, -0.113572896, 1.2544826, 0.44032702, 0.692418, -0.42620012, 1.5499873, -0.12431893, 5.277857, -0.14047435, 1.0308009, -0.32587942, 0.03459366, 1.1655152]"
